Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.maven.project.MavenProject.getReportConfiguration",,,,,,,,,,,,,,,,,,,,,,,,,,,3,46,,,,6,,,,34,,,6,17,6,,,,12,14,1,12,19,7,,,12,,,8,8,9,4,2,,,,,2,,6,2,,,0.18,8,8,9,4
Public Method,"org.apache.maven.project.MavenProject.getReportPlugins",,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,1,,,,8,,,1,3,0,,,,5,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.maven.project.MavenProject.getReporting",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.getRepositories",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.getResources",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.getRuntimeArtifacts",,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,,,1,,,,15,,,2,6,2,,,,8,4,1,3,8,3,,,5,,,4,4,5,1,0,,,,,0,,3,0,,,0.13,4,4,5,1
Public Method,"org.apache.maven.project.MavenProject.getRuntimeClasspathElements",,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,2,,,,17,,,3,7,1,,,,11,4,1,4,9,3,,,6,,,4,4,5,1,0,,,,,0,,3,0,,,0.06,4,4,5,1
Public Method,"org.apache.maven.project.MavenProject.getRuntimeDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,5,,,,24,,,4,15,1,,,,19,4,1,12,17,5,,,12,,,4,4,6,1,1,,,,,0,,2,0,,,0.04,4,4,6,1
Public Method,"org.apache.maven.project.MavenProject.getScm",,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.getScriptSourceRoots",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.project.MavenProject.getSnapshotArtifactRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,1,,,,19,,,3,9,0,,,,9,3,0,5,8,2,,,6,,,3,3,4,1,1,,,,,0,,2,0,,,0.00,3,3,4,1
Public Method,"org.apache.maven.project.MavenProject.getSystemArtifacts",,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,1,,,,15,,,2,6,2,,,,8,4,1,3,8,3,,,5,,,4,4,4,1,0,,,,,0,,3,0,,,0.13,4,4,4,1
Public Method,"org.apache.maven.project.MavenProject.getSystemClasspathElements",,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,,,,2,,,,17,,,3,7,1,,,,11,4,1,4,9,3,,,6,,,4,4,4,1,0,,,,,0,,3,0,,,0.06,4,4,4,1
Public Method,"org.apache.maven.project.MavenProject.getSystemDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,5,,,,24,,,4,15,1,,,,19,4,1,12,17,5,,,12,,,4,4,5,1,1,,,,,0,,2,0,,,0.04,4,4,5,1
Public Method,"org.apache.maven.project.MavenProject.getTestArtifacts",,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,1,,,,12,,,2,5,1,,,,6,3,0,3,7,3,,,4,,,3,3,3,1,0,,,,,0,,2,0,,,0.08,3,3,3,1
Public Method,"org.apache.maven.project.MavenProject.getTestClasspathElements",,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,4,,,,15,,,3,7,0,,,,10,3,0,5,9,3,,,6,,,3,3,3,1,0,,,,,0,,2,0,,,0.00,3,3,3,1
Public Method,"org.apache.maven.project.MavenProject.getTestCompileSourceRoots",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.getTestDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,,,,5,,,,21,,,4,14,0,,,,18,3,0,12,16,5,,,11,,,3,3,4,1,1,,,,,0,,1,0,,,0.00,3,3,4,1
Public Method,"org.apache.maven.project.MavenProject.getTestResources",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.getUrl",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,1,0,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.getVersion",,,,,,,,,,,,,,,,,,,,,,,,,,,29,11,,,,2,,,,9,,,2,4,0,,,,4,2,0,3,5,2,,,3,,,2,2,3,1,0,,,,,0,,1,0,,,0.00,2,2,3,1
Public Method,"org.apache.maven.project.MavenProject.hasLifecyclePhase",,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,0,,,,4,,,1,1,8,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.hasParent",,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.hashCode",,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,,,0,,,,8,,,2,5,0,,,,5,1,0,5,6,2,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.isExecutionRoot",,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.replaceWithActiveArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setActiveProfiles",,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setArtifactFilter",,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,,,,0,,,,6,,,1,3,8,,,,3,1,0,3,4,1,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setArtifactId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setArtifacts",,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,1,,,,5,,,1,2,1,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.20,1,1,1,1
Protected Method,"org.apache.maven.project.MavenProject.setAttachedArtifacts",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setBuild",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setCiManagement",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setClassRealm",,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,0,,,,4,,,1,1,7,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.75,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setCollectedProjects",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.project.MavenProject.setCompileSourceRoots",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setContextValue",,,,,,,,,,,,,,,,,,,,,,,,,,,3,23,,,,0,,,,15,,,1,6,8,,,,3,4,1,3,6,1,,,5,,,3,3,3,1,1,,,,,0,,1,0,,,0.53,3,3,3,1
Public Method,"org.apache.maven.project.MavenProject.setContributors",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setDependencyArtifacts",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setDescription",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setDevelopers",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setDistributionManagement",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setExecutionProject",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setExecutionRoot",,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setExtensionArtifacts",,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,1,,,,5,,,1,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setExtensionDependencyFilter",,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,,,,0,,,,4,,,1,1,7,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.75,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setFile",,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setGroupId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setInceptionYear",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setInjectedProfileIds",,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,11,,,1,4,0,,,,2,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Public Method,"org.apache.maven.project.MavenProject.setIssueManagement",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setLicenses",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setMailingLists",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setManagedVersionMap",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.project.MavenProject.setModel",,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setModelVersion",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setName",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setOrganization",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setOriginalModel",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setPackaging",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setParent",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setParentArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setParentFile",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setPluginArtifactRepositories",,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,0,,,,5,,,1,2,0,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setReleaseArtifactRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setRemoteArtifactRepositories",,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,0,,,,5,,,1,2,0,,,,4,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setReportArtifacts",,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,1,,,,5,,,1,2,0,,,,2,1,0,2,3,1,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setReporting",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setResolvedArtifacts",,,,,,,,,,,,,,,,,,,,,,,,,,,3,14,,,,0,,,,6,,,1,3,8,,,,4,1,0,3,4,1,,,3,,,2,2,2,1,0,,,,,0,,0,0,,,1.33,2,2,2,1
Public Method,"org.apache.maven.project.MavenProject.setScm",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.project.MavenProject.setScriptSourceRoots",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setSnapshotArtifactRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Protected Method,"org.apache.maven.project.MavenProject.setTestCompileSourceRoots",,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,0,,,,4,,,1,1,0,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setUrl",,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.setVersion",,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.toString",,,,,,,,,,,,,,,,,,,,,,,,,,,5,25,,,,2,,,,19,,,2,12,4,,,,8,2,0,10,12,2,,,10,,,2,2,2,1,1,,,,,0,,1,0,,,0.21,2,2,2,1
Public Method,"org.apache.maven.project.MavenProject.writeModel",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,6,,,3,2,3,,,,2,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Method,"org.apache.maven.project.MavenProject.writeOriginalModel",,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,0,,,,6,,,3,2,3,,,,2,1,0,2,3,2,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.50,1,1,1,1
Public Interface,"org.apache.maven.project.MavenProjectBuilder",0,0,0,0,0,0,0,0,0,8,8,1,,0,0,,,,9,0,9,9,9,0,0,0,,41,,,,10,,,,25,,,23,0,6,,,,,,,9,10,10,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,0.24,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectBuilder.build",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,2,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectBuilder.build",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,2,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectBuilder.buildFromRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,3,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectBuilder.buildFromRepository",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,3,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectBuilder.buildStandaloneSuperProject",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,2,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectBuilder.buildStandaloneSuperProject",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,2,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectBuilder.buildStandaloneSuperProject",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,0,,,,2,,,2,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectBuilder.buildWithDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,3,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectBuilder.buildWithDependencies",,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,0,,,,3,,,3,0,0,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Public Interface,"org.apache.maven.project.MavenProjectHelper",0,0,0,0,0,0,0,0,0,1,1,1,,0,0,,,,5,1,5,5,5,0,0,0,,15,,,,6,,,,9,,,7,1,0,,,,,,,6,7,7,,,0,,,,,,,,0,0,0,0,,0,0,,0,0,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectHelper.addResource",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectHelper.addTestResource",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectHelper.attachArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,0,0,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectHelper.attachArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Abstract Method,"org.apache.maven.project.MavenProjectHelper.attachArtifact",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,0,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.00,0,0,0,0
Public Class,"org.apache.maven.project.MavenProjectTest",1,1,1,1,16,3,12,0,1,1,1,0,,0,0,,,,7,0,7,17,0,0,0,7,,125,,,,32,,,,92,,,42,63,1,,,,,,,61,69,37,,,32,,,,,,,,1,1,1,1,,3,0,,0,0,0.01,7,7,7,7
